Company,Theme,Level,Level Name,Use Case,Status,Capability to implement to others,Solution Name,Solution Description,Function in Solution,In-house / Vendor development,Folder_URL
ASSB,Quality Reform,3,Quality data Integration (Digitalization),AI Camera Inspection (Auto judgement),Red,No,ASSB AI Camera Inspection (Auto judgement) Platform,Provides end-to-end visibility and Quality data Integration (Digitalization) capabilities for ASSB operations.,Automated Quality Reform monitoring for AI Camera Inspection (Auto judgement),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Quality%20Reform?csf=1&web=1&e=ktayKc
ASSB,Quality Reform,2,Digital Quality info (Digitization),Digital Camera Capturing Function (Capture & Final judge by human),Green,Yes,ASSB Digital Camera Capturing Function (Capture & Final judge by human) Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for ASSB operations.,Automated Quality Reform monitoring for Digital Camera Capturing Function (Capture & Final judge by human),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
ASSB,Quality Reform,2,Digital Quality info (Digitization),Digital Digital Autograding,Yellow,No,ASSB Digital Digital Autograding Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for ASSB operations.,Automated Quality Reform monitoring for Digital Digital Autograding,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
ASSB,Quality Reform,2,Digital Quality info (Digitization),Genba e‑board,Green,No,ASSB Genba e‑board Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for ASSB operations.,Automated Quality Reform monitoring for Genba e‑board,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
ASSB,Quality Reform,2,Digital Quality info (Digitization),IoT QA Analytics,Green,Yes,ASSB IoT QA Analytics Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for ASSB operations.,Automated Quality Reform monitoring for IoT QA Analytics,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
ASSB,Quality Reform,2,Digital Quality info (Digitization),Digital TraI activities,Yellow,Yes,ASSB Digital TraI activities Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for ASSB operations.,Automated Quality Reform monitoring for Digital TraI activities,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
ASSB,Quality Reform,2,Digital Quality info (Digitization),AR Guided Visual Inspection,Yellow,Yes,ASSB AR Guided Visual Inspection Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for ASSB operations.,Automated Quality Reform monitoring for AR Guided Visual Inspection,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
ASSB,Quality Reform,2,Digital Quality info (Digitization),M/C Data Monitoring for EQ parameter,Yellow,Yes,ASSB M/C Data Monitoring for EQ parameter Platform,Provides end-to-end visibility and Digital Quality info (Digitization) capabilities for ASSB operations.,Automated Quality Reform monitoring for M/C Data Monitoring for EQ parameter,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Quality%20Reform?csf=1&web=1&e=wkIfPQ
ASSB,Digitized Workplace,4,Digital Platform – Data Integrated & Predictive,Plant Digital Asakai with Predictive Analysis,Red,No,ASSB Plant Digital Asakai with Predictive Analysis Platform,Provides end-to-end visibility and Digital Platform – Data Integrated & Predictive capabilities for ASSB operations.,Automated Digitized Workplace monitoring for Plant Digital Asakai with Predictive Analysis,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Digitized%20Workplace?csf=1&web=1&e=AwcEPX
ASSB,Digitized Workplace,3,Digital Connectivity – Data Connected,Digital / AR Assisted Work Instructions,Yellow,No,ASSB Digital / AR Assisted Work Instructions Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for ASSB operations.,Automated Digitized Workplace monitoring for Digital / AR Assisted Work Instructions,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
ASSB,Digitized Workplace,3,Digital Connectivity – Data Connected,Shopfloor Digital Asakai,Green,No,ASSB Shopfloor Digital Asakai Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for ASSB operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Asakai,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
ASSB,Digitized Workplace,3,Digital Connectivity – Data Connected,Connected Workforce (Digital Shopfloor Mgmt. System),Green,No,ASSB Connected Workforce (Digital Shopfloor Mgmt. System) Platform,Provides end-to-end visibility and Digital Connectivity – Data Connected capabilities for ASSB operations.,Automated Digitized Workplace monitoring for Connected Workforce (Digital Shopfloor Mgmt. System),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Digitized%20Workplace?csf=1&web=1&e=ccRgPQ
ASSB,Digitized Workplace,2,Digital Base – Data Collection,Digital Dashboards by Area,Yellow,Yes,ASSB Digital Dashboards by Area Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for ASSB operations.,Automated Digitized Workplace monitoring for Digital Dashboards by Area,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
ASSB,Digitized Workplace,2,Digital Base – Data Collection,Digital Entry Prod. Tracking,Green,Yes,ASSB Digital Entry Prod. Tracking Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for ASSB operations.,Automated Digitized Workplace monitoring for Digital Entry Prod. Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
ASSB,Digitized Workplace,2,Digital Base – Data Collection,Shopfloor Digital Workflow,Yellow,Yes,ASSB Shopfloor Digital Workflow Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for ASSB operations.,Automated Digitized Workplace monitoring for Shopfloor Digital Workflow,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
ASSB,Digitized Workplace,2,Digital Base – Data Collection,Digital Kanban,Green,No,ASSB Digital Kanban Platform,Provides end-to-end visibility and Digital Base – Data Collection capabilities for ASSB operations.,Automated Digitized Workplace monitoring for Digital Kanban,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Digitized%20Workplace?csf=1&web=1&e=7CQMPN
ASSB,Agile & Optimize Supply Operation,4,Predictive Connectivity,E2E Logistics Control Tower (Parts & Vehicle Exports),Yellow,No,ASSB E2E Logistics Control Tower (Parts & Vehicle Exports) Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for E2E Logistics Control Tower (Parts & Vehicle Exports),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
ASSB,Agile & Optimize Supply Operation,4,Predictive Connectivity,Predictive Delay Alerts,Red,No,ASSB Predictive Delay Alerts Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Predictive Delay Alerts,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
ASSB,Agile & Optimize Supply Operation,4,Predictive Connectivity,Supplier collaboration systems,Red,No,ASSB Supplier collaboration systems Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Supplier collaboration systems,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
ASSB,Agile & Optimize Supply Operation,4,Predictive Connectivity,Import Part Buffer Stock Optimization,Red,No,ASSB Import Part Buffer Stock Optimization Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Import Part Buffer Stock Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
ASSB,Agile & Optimize Supply Operation,4,Predictive Connectivity,Production Allocation & Scheduling Optimization,Red,No,ASSB Production Allocation & Scheduling Optimization Platform,Provides end-to-end visibility and Predictive Connectivity capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Production Allocation & Scheduling Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=ZDMu0x
ASSB,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Inventory & Production Planning Optimization,Yellow,No,ASSB Inventory & Production Planning Optimization Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Inventory & Production Planning Optimization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
ASSB,Agile & Optimize Supply Operation,3,Expanded Visibility (End to End),Customer Order‑to‑Delivery Tracking,Green,No,ASSB Customer Order‑to‑Delivery Tracking Platform,Provides end-to-end visibility and Expanded Visibility (End to End) capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Customer Order‑to‑Delivery Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L3%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=b5eohp
ASSB,Agile & Optimize Supply Operation,2,Siloed System & Tracking,MSP Data Centralized & Visualization,Green,Yes,ASSB MSP Data Centralized & Visualization Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for MSP Data Centralized & Visualization,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
ASSB,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Import/Local Parts inventory tracking & management (Smart Part visualization),Green,No,ASSB Import/Local Parts inventory tracking & management (Smart Part visualization) Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Import/Local Parts inventory tracking & management (Smart Part visualization),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
ASSB,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Parts & Vehicle Delivery Log Sheets,Green,Yes,ASSB Parts & Vehicle Delivery Log Sheets Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Parts & Vehicle Delivery Log Sheets,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
ASSB,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Digital Shipment Logging,Yellow,No,ASSB Digital Shipment Logging Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Digital Shipment Logging,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
ASSB,Agile & Optimize Supply Operation,2,Siloed System & Tracking,Logistics Planning & Tracking,Green,Yes,ASSB Logistics Planning & Tracking Platform,Provides end-to-end visibility and Siloed System & Tracking capabilities for ASSB operations.,Automated Agile & Optimize Supply Operation monitoring for Logistics Planning & Tracking,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L2%20-%20Agile%20%26%20Optimize%20Supply%20Operation?csf=1&web=1&e=bbbaeH
TMP,Production EQ Maintenance,4,Predictive Maintenance,Digital PMRS + Predictive Layer,Yellow,No,TMP Digital PMRS + Predictive Layer Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for TMP operations.,Automated Production EQ Maintenance monitoring for Digital PMRS + Predictive Layer,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
TMP,Production EQ Maintenance,4,Predictive Maintenance,Spare Part Usage Prediction (AI),Yellow,No,TMP Spare Part Usage Prediction (AI) Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for TMP operations.,Automated Production EQ Maintenance monitoring for Spare Part Usage Prediction (AI),Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
TMP,Production EQ Maintenance,4,Predictive Maintenance,Spare Part Reorder Alert Prediction,Red,No,TMP Spare Part Reorder Alert Prediction Platform,Provides end-to-end visibility and Predictive Maintenance capabilities for TMP operations.,Automated Production EQ Maintenance monitoring for Spare Part Reorder Alert Prediction,Vendor,https://toyotaasia.sharepoint.com/:f:/r/sites/tmfs1004_3OA/Shared%20Documents/PBI/@DX%20-%20Asia%20Digitalization/DX%20Roadmap/DX%20Maturity%20Catalog/L4%20-%20Production%20EQ%20Maintenance?csf=1&web=1&e=YnU9AE
